kind,old_code,new_code,name,unit,base_price
Material,3420010,1009090354,线麻(火麻·花麻·魁麻),kg,8.57
Material,4020115,1009090355,砂轮片 Φ500×25×4,片,12.26
Material,2220033,1009090356,焊接钢管  DN100×4,m,32
Material,2368136,1009090357,铸铁盖板 490×500×18,块,55.53
Material,2220038,1009090358,焊接钢管  DN200×6.5,m,92.94
Material,2220042,1009090359,焊接钢管  DN300×6.5,m,139.26
Material,2220028,1009090360,焊接钢管  DN50×3.5,m,14.4
Material,1130018,1009090361,水性封底漆（普通）,kg,4.12
Material,2031016,1009090362,不锈钢扶手Φ50,m,90.7
Material,1300215,1009090363,抛光地面砖  600×600,m2,97.12
Material,1210020,1009090364,矿渣粉(高性能混凝土),kg,0.14
Material,3005009,1009090365,聚羧酸系减水剂,kg,3.69
Material,3005045,1009090366,HT混凝土复合掺合料（RPC掺合料）,kg,1.8
Machine,9104016,2009000057,混凝土搅拌站 ≤60m3/h,台班,1419.42
Material,1280037,1009090367,万能胶 309,kg,13.46
Material,1251059,1009090368,白石屑,kg,0.16
Material,1300268,1009090369,陶瓷地面砖600×600,m2,56.91
Material,1250124,1009090370,大理石踢脚线  150,m2,20.28
Material,1250123,1009090371,花岗岩踢脚线  150,m,27.37
Material,1710121,1009090372,硬木拼花企口席纹地板,m2,128.62
Material,2410014,1009090373,铝质活动地板 600×600,m2,218.72
Material,1710124,1009090374,活动木地板,m2,154.34
Material,1250134,1009090375,青石台阶,m2,111.13
Material,1300262,1009090376,釉面砖0.06m2以内,m2,68.6
Material,4022012,1009090377,金钢砂,kg,2.44
Material,1250211,1009090378,预制水磨石块 彩色,m2,43.3
Material,2347050,1009090379,钢管弯头Φ50,个,42.45
Material,2410411,1009090380,铝合金型材 白色,kg,17.5
Material,2547173,1009090381,铝合金U型管80×13,m,3.7
Material,2550823,1009090382,铝合金扁管100×44×1.8,m,21.44
Material,3392063,1009090383,有机玻璃  δ=10,m2,44.09
Material,2344062,1009090384,不锈钢弯头Φ60,个,61.75
Material,2368917,1009090385,Ｕ字卡 DN100以内,个,1.06
Material,1110527,1009090386,硬木扶手（直形）60×60,m,135.53
Material,1110531,1009090387,硬木弯头60×65,个,100.92
Material,2550481,1009090388,钢管扶手Φ50,m,10.71
Material,2550521,1009090389,矿棉吸音板,m2,24.01
Material,1252110,1009090390,石膏板,m2,9.43
Material,2550605,1009090391,T形龙骨挂件Φ3.5挂钩,个,0.85
Material,2550514,1009090392,PVC装饰板δ=1.25,m2,14.23
Material,2410420,1009090393,铝合金装饰板  δ=1.2,m2,147.21
Material,2550636,1009090394,铝合金条板吊顶靠墙板MK1,m,3.54
Material,1110521,1009090395,灰板条,百根,30.01
Material,2550138,1009090396,钢骨架 厂库房大门用,kg,3.72
Material,2550685,1009090397,彩板卷帘门,m2,382.43
Material,2031014,1009090398,不锈钢卡口槽  10×3×1.2,m,8.99
Material,2550656,1009090399,不锈钢全玻地弹门（带玻璃）,m2,748.72
Material,2550669,1009090400,电子感应横移门,m2,756.28
Material,2550672,1009090401,平移门自动感应装置,套,12604.6
Material,2550670,1009090402,圆弧感应自动门 直径3m,套,54619.93
Material,2550673,1009090403,圆弧门自动感应装置,套,50418.39
Material,2550690,1009090404,钢质防火门（成品）,m2,351.56
Material,1300261,1009090405,釉面砖0.015m2以外,m2,51.45
Material,1600824,1009090406,玻璃钢伸缩节 Φ110,个,14.46
Material,1600859,1009090407,卡箍 Φ110,套,3.08
Material,1710079,1009090408,不锈钢方通18×18,m,5.79
Material,2547024,1009090409,塑钢单玻平开窗（带中空玻璃）,m2,262.51
Material,3378015,1009090410,UPVC雨水管 Φ110,m,12.1
Material,3378017,1009090411,UPVC雨水斗 Φ110,个,12.81
Material,3390142,1009090412,皮条  20×2,m,0.58
Machine,9102622,2009000058,单筒快速卷扬机 ≤20kN,台班,108.18
Material,2368137,1009090413,铸铁水斗 DN100以内,个,29.72
Material,2550127,1009090414,支承杆 Φ25,kg,3.13
Material,3391035,1009090415,橡胶条 小,m,5.48
Material,2547165,1009090416,铝合金地弹门（不含玻璃）,m2,225.59
Material,2547166,1009090417,铝合金平开门（不含玻璃）,m2,137.91
Material,2550561,1009090418,不锈钢框全钢化玻隔断,m2,265.87
Material,2550740,1009090419,镜面不锈钢装饰条30以外,m,10.5
Material,2410421,1009090420,铝板网  15×15×1,m2,18.51
Material,2410435,1009090421,铝合金收口压条  20×1.2,m,2.52
Material,2547167,1009090422,铝合金推拉门（不含玻璃）,m2,139.97
Material,1252150,1009090423,预制陶粒混凝土聚苯复合板,m2,54.33
Material,1600675,1009090424,热反射玻璃δ=6,m2,95.69
Material,2368749,1009090425,预制盖板δ=25,m2,216.13
Material,2368752,1009090426,防火隔板δ=10,m2,164.67
Material,2410437,1009090427,电化铝装饰板  100×0.8,m2,33.65
Material,2410438,1009090428,电化角铝  25.4×2,m,1.52
Material,2550421,1009090429,井点总管 Φ159,m,135.51
Material,2550428,1009090430,大口径井点吸水器（25m）,套,665.01
Material,2550429,1009090431,大口径井点井管 Φ400,m,141.33
Material,3320127,1009090432,橡胶圈 配聚氯乙烯双壁波纹管 D300,个,16.27
Material,4020015,1009090433,合金钻头 Φ43,个,21
Machine,9100004,2009000059,履带式液压单斗挖掘机 ≤1.4m3,台班,836.36
Machine,9100502,2009000060,轮胎式装载机 ≤1.5m3,台班,445.99
Machine,9100804,2009000061,轴流通风机 ≤40kW-480m3/min,台班,188.75
Machine,9102011,2009000062,"爬升式塔式起重机 ≤50m×1.2/3t,h=40m",台班,555.56
Machine,9102642,2009000063,单笼升降机 12人-1t ≤100m,台班,315.93
Machine,9104121,2009000064,混凝土湿喷机 ≤7m3/h,台班,170.5
Machine,9104321,2009000065,灰浆输送泵 ≤3m3/h,台班,111.35
Machine,9105245,2009000066,搅拌成桩机组（三轴）,台班,1234.03
Machine,9105329,2009000067,多级离心清水泵 ≤155m3/h-150m,台班,305.31
Machine,9105341,2009000068,污水泵 ≤90m3/h-26m,台班,118.25
Machine,9105343,2009000069,污水泵 ≤160m3/h-26m,台班,136.27
Machine,9105353,2009000070,离心式泥浆泵 ≤108m3/h-21m,台班,118.35
Material,2550164,1009090434,PVC扣板  δ=2,m2,32.28
Material,1300260,1009090435,釉面砖0.015m2以内,m2,36.01
Material,2550689,1009090436,防火卷帘门手动装置,套,115.76
Material,2410436,1009090437,槽形铝合金  20×10×1.2,m,3.79
Material,2411310,1009090438,铝合金角铝 10×10 白色,m,2.21
Material,2031123,1009090439,彩钢压型板 δ=0.6 900型,m2,54.04
Machine,9108213,2009000071,剪板机 ≤13×3000,台班,170.13
Material,3378021,1009090440,UPVC落水口 Φ110,套,24.74
Material,2547012,1009090441,塑钢单玻平开门(带玻璃),m2,216.68
Material,2031001,1009090442,不锈钢板 δ≤8,kg,15.44
Material,2031122,1009090443,彩钢压型板 δ=0.6 840型,m2,57.82
Material,2410422,1009090444,铝合金板  δ=0.8,m2,40.38
Machine,9102621,2009000072,单筒快速卷扬机 ≤10kN,台班,97.73
Material,1280056,1009090445,结构硅酮密封胶350g,支,17.15
Material,3330030,1009090446,耐热胶垫 2×38,m,3
Material,2700216,1009090447,钢轨 60kg 25m U75v （160km/h及以下）,根,6416.6
Material,2700218,1009090448,钢轨 60kg 100m U71Mn(350km/h),根,30234.15
Material,4020114,1009090449,砂轮片 Φ200,片,8.83
Machine,9109933,2009000073,全站仪 1mm+1ppm/＜0.5秒,台班,123.57
Material,2700224,1009090450,钢轨 60kg 100m U75V(160km/h),根,27890.98
Material,2715201,1009090451,绝缘轨距块 1-10mm,块,4.72
Material,2766020,1009090452,60kg WJ-2型弹条扣配件(橡胶垫板),组,224.07
Material,2766030,1009090453,轨下调高垫板 1-15mm,块,5.32
Material,2741114,1009090454,预应力混凝土枕 Ⅲ型A  专线3393,根,149.29
Machine,9102301,2009000074,门式起重机 ≤5t-22m,台班,156.63
Material,2741115,1009090455,预应力混凝土枕 Ⅲ型B  专线3394,根,170.68
Material,2741205,1009090456,预应力混凝土桥枕 Ⅲ型qa  新Ⅲ 专线3448,根,265.22
Material,2741206,1009090457,预应力混凝土桥枕 Ⅲqc 专线3452,根,487.66
Material,2700225,1009090458,钢轨 75kg 100m U75V(160km/h),根,35600.33
Material,2700016,1009090459,6m有孔短轨,根,1759.46
Material,2700401,1009090460,60kg25m U71Mn 工具轨,根,6451.47
Machine,9102311,2009000075,门式起重机 ≤75t-36m,台班,830.25
Material,2710019,1009090461,接头夹板75kg,块,135.88
Material,2715112,1009090462,绝缘轨距杆 Φ36,根,129.7
Material,2741112,1009090463,预应力混凝土枕 新Ⅱ型  研线0322,根,132.61
Material,2700214,1009090464,钢轨 60kg 25m U71Mn （160km/h及以下）,根,6451.47
Material,2714111,1009090465,防爬支撑(混凝土),个,3.32
Material,2750025,1009090466,轨卡螺栓带帽 50kg 60kg,套,3.47
Material,2741400,1009090467,混凝土岔枕 50kg9号单开,组,26832.74
Material,2720220,1009090468,单开道岔 50kg 12号 (混凝土枕) 专线4257,组,136733.54
Material,2741401,1009090469,混凝土岔枕 50kg12号单开,组,31649.9
Material,2766550,1009090470,坩埚(铝热焊用）,个,264.98
Material,2766551,1009090471,封箱泥(铝热焊用）,kg,4.67
Material,2766552,1009090472,密封膏(铝热焊用）,支,17.66
Material,2766553,1009090473,预热装置及支架(铝热焊用）,套,10058.61
Material,3005017,1009090474,引燃助剂(铝热焊用）,根,2.54
Material,2720225,1009090475,单开道岔 60kg 9号(混凝土枕) CZ577,组,125885.2
Material,2741403,1009090476,混凝土岔枕 60kg9号 单开,组,32185.68
Material,2720227,1009090477,单开道岔 60kg 12号 92改进型SC330,组,140241.28
Material,2741402,1009090478,混凝土岔枕 60kg12号单开,组,35894.48
Material,2720517,1009090479,单开道岔 60kg18号 有砟 GLC(07)03,组,836553.95
Material,2741404,1009090480,混凝土岔枕 60kg18号单开道岔,组,42503.58
Material,2720526,1009090481,单开道岔 75kg12号 SC559,组,570427.47
Material,2741406,1009090482,混凝土岔枕 75kg12号单开,组,61078.36
Material,2720511,1009090483,单开道岔 60kg12号 有砟 GLC(08)01,组,497389.41
Material,2741544,1009090484,混凝土岔枕 60kg12号,组,42074.95
Material,2720514,1009090485,单开道岔 60kg18号 有砟 客专线（07）004,组,1668316.83
Material,2741545,1009090486,混凝土岔枕 60kg18号 客专线（07）005,组,75768.11
Material,2715110,1009090487,绝缘轨距杆 Φ32,根,115.04
Material,2720507,1009090488,单开道岔 60kg18号 混凝土岔枕 无砟 客专线（07）009,组,1664039.1
Material,2720508,1009090489,单开道岔 60kg42号 混凝土岔枕 无砟 客专线（07）006,组,3276745.37
Material,2741417,1009090490,混凝土岔枕 60kg42号单开道岔,组,131427.43
Material,2721014,1009090491,对称道岔 50kg 6号  混凝土枕 SC384,组,85261.26
Material,2741701,1009090492,混凝土岔枕 50kg6号对称道岔,组,28389.62
Material,2721015,1009090493,对称道岔 50kg 6.5号  混凝土枕 SC385,组,116884.84
Material,2741702,1009090494,混凝土岔枕 50kg6.5号对称道岔,组,34067.54
Material,2721016,1009090495,对称道岔 60kg 6号  混凝土枕 SC382,组,106720.94
Material,2741703,1009090496,混凝土岔枕 60kg6号对称道岔,组,29809.1
Material,2721017,1009090497,对称道岔 60kg 6.5号  混凝土枕 SC383,组,133824.68
Material,2741704,1009090498,混凝土岔枕 60kg6.5号对称道岔,组,35770.92
Material,2724012,1009090499,菱形交叉50kg4.5号,组,48216.92
Material,2724013,1009090500,菱形交叉50kg6号,组,55907.44
Material,2724015,1009090501,菱形交叉60kg4.5号,组,72748.88
Material,2724014,1009090502,菱形交叉60kg6号,组,80907.38
Material,2722022,1009090503,复式交分道岔 50kg 9号  混凝土枕 CZ2214,组,244866.13
Material,2741450,1009090504,混凝土岔枕 50kg9号复式交分道岔,组,37047.33
Material,2722023,1009090505,复式交分道岔 50kg 12号  混凝土枕 CZ2220,组,286368.72
Material,2741451,1009090506,混凝土岔枕 50kg12号复式交分道岔,组,38116.33
Material,2722024,1009090507,复式交分道岔 60kg 9号  混凝土枕 CZ2504,组,383246.6
Material,2741452,1009090508,混凝土岔枕 60kg9号复式交分道岔,组,43942.61
Material,2722026,1009090509,复式交分道岔 60kg 12号  混凝土枕 SC350,组,403621.45
Material,2741453,1009090510,混凝土岔枕 60kg12号复式交分道岔,组,47323.3
Material,2723054,1009090511,交叉渡线 50kg 9号92改进型5.0m间距 CZ2210,组,507373.65
Material,2723058,1009090512,交叉渡线 50kg 12号 间距5m（混凝土岔枕）专线（01）7659,组,649745.24
Material,2723055,1009090513,交叉渡线 50kg 9号92改进型5.3m间距 CZ2211,组,543580.4
Material,2723059,1009090514,交叉渡线 50kg 12号 间距5.3m（混凝土岔枕）专线（02）7660,组,669234.6
Material,2723056,1009090515,交叉渡线 50kg 9号92改进型5.5m间距 CZ2212,组,593484.46
Material,2723060,1009090516,交叉渡线 50kg 12号 间距5.5m（混凝土岔枕）专线（02）7661,组,713637.5
Material,2723057,1009090517,交叉渡线 50kg 9号 间距6.5m（混凝土岔枕）CZ2213,组,697690.1
Material,2723061,1009090518,交叉渡线 50kg 12号 间距6.5m 混凝土岔枕）专线（02）7662,组,786786.77
Material,2723062,1009090519,交叉渡线 60kg 9号 92 改进型间距5m （混凝土岔枕）CZ580,组,537771.24
Material,2741518,1009090520,混凝土岔枕 交叉渡线 60-9-5m,组,179424.05
Material,2723066,1009090521,交叉渡线 60kg 12号 间距5m （混凝土岔枕）SC340,组,682718.02
Material,2723063,1009090522,交叉渡线 60kg 9号 92 改进型间距5.3m （混凝土岔枕）CZ581,组,559767.35
Material,2741519,1009090523,混凝土岔枕 交叉渡线 60-9-5.3m,组,184072.67
Material,2723067,1009090524,交叉渡线 60kg 12号 间距5.3m （混凝土岔枕）SC341,组,702438.39
Material,2723064,1009090525,交叉渡线 60kg 9号 92 改进型间距5.5m （混凝土岔枕）CZ582,组,570658.47
Material,2741520,1009090526,混凝土岔枕 交叉渡线 60-9-5.5m,组,193369.04
Material,2723068,1009090527,交叉渡线 60kg 12号 间距5.5m （混凝土岔枕）SC342,组,715921.81
Material,2723065,1009090528,交叉渡线 60kg 9号 92 改进型间距6.5m （混凝土岔枕）CZ583,组,643294.41
Material,2741521,1009090529,混凝土岔枕 交叉渡线 60-9-6.5m,组,202665.42
Material,2723069,1009090530,交叉渡线 60kg 12号 间距6.5m （混凝土岔枕）SC343,组,784399.8
Material,2726206,1009090531,提速交叉渡线 60kg 12号 间距 6.5m (混凝土枕) AT 专线 7636～7638,组,1255455.47
Material,1010013,1009090532,普通水泥 52.5级(高性能混凝土),kg,0.37
Material,1200027,1009090533,干混料（水泥沥青砂浆用）,t,533.34
Material,1240022,1009090534,碎石 16以内(高性能混凝土),m3,44.63
Material,1260024,1009090535,中粗砂(高性能混凝土),m3,26.19
Material,1260050,1009090536,水泥沥青砂浆注入袋(5.0m×2.4m),个,171.49
Material,1900021,1009090537,环氧树脂涂层钢筋Φ＞10,kg,4.89
Material,2261015,1009090538,精调千斤顶（无砟轨道用）,个,165.95
Material,2348118,1009090539,起吊螺母Q235,个,6.79
Material,2766565,1009090540,热挤塑成型无粘结PC钢棒（含锚垫板和螺母）,kg,12.13
Material,3390165,1009090541,凸台挡台填充树脂灌注袋（Ⅰ型板式无砟轨道专用）,个,36.87
Machine,9101003,2009000076,电动空气压缩机 ≤1m3/min,台班,92.26
Machine,9101504,2009000077,工业燃煤锅炉 ≤6t/h,台班,2812.81
Machine,9104020,2009000078,混凝土搅拌站 ≤120m3/h,台班,2067.95
Machine,9107653,2009000079,轮胎式CA砂浆搅拌运输车 ≤1m3,台班,2493.44
Material,1010012,1009090542,普通水泥 42.5级(高性能混凝土),kg,0.35
Material,1110532,1009090543,CRTSⅡ型轨道板专用垫木（200×200）,块,18.86
Material,1240023,1009090544,碎石 25以内(高性能混凝土),m3,43.66
Material,1250137,1009090545,磨石（无砟轨道轨道板、支承块打磨用）,对,48017.52
Material,1910104,1009090546,带肋钢筋(HRB500) Φ＜18，≥28,kg,2.82
Material,1910106,1009090547,精轧螺纹钢筋(BST500S)Φ＞18,kg,3.29
Material,2031062,1009090548,锯片（用于切断钢筋）,对,1502.07
Material,2713253,1009090549,硬质泡沫塑料板 10,m2,8.97
Material,2811047,1009090550,定位锥（无砟轨道用）,个,61.75
Material,3360040,1009090551,热收缩软管Φ25×1,m,6.17
Material,3410010,1009090552,土工织物(土工布)200g/m2,m2,2.87
Material,3440020,1009090553,绝缘卡子（用于绑扎钢筋）,个,0.13
Material,3440021,1009090554,尼龙卡扣（用于绑扎钢筋）,个,0.07
Machine,9102305,2009000080,门式起重机 ≤40t-40m,台班,586.26
Machine,9103303,2009000081,混凝土搅拌输送车 ≤8m3,台班,973.63
Machine,9104028,2009000082,混凝土搅拌站 ≤180m3/h,台班,2873.34
Machine,9104213,2009000083,混凝土输送泵车 ≤60m3/h,台班,857.95
Machine,9105301,2009000084,单级离心清水泵 ≤12.5m3/h-20m,台班,76.76
Material,1280088,1009090555,粘度改性材料,kg,9.43
Material,1910109,1009090556,预应力螺旋肋钢筋Φ≥10,kg,5.55
Material,2547220,1009090557,网片钢筋Φ12(CRB550),kg,4.46
Material,2766031,1009090558,轨道板锚固板,个,1.54
Machine,9101502,2009000085,工业燃煤锅炉 ≤2t/h,台班,1056.02
Machine,9107615,2009000086,Ⅰ型双块式轨枕混凝土浇筑生产线,台班,6178.35
Material,2031066,1009090559,橡胶套靴 605×297×152 普通型,只,112.59
Material,2031068,1009090560,密封圈132×60×21.5（三元乙丙橡胶）,只,21.45
Material,2750034,1009090561,预埋铁座 普通铁路支承块专用,个,17.37
Material,8751025,1009090562,镀锌螺栓带帽及防松装置（M16×260）,套,12
Material,2031067,1009090563,橡胶套靴 SYTX 重载型,只,156.08
Material,2750035,1009090564,预埋铁座 TZ-5 重载铁路支承块专用,个,23.66
Machine,9100006,2009000087,履带式液压单斗挖掘机 ≤2.0m3,台班,1018.47
Material,1280023,1009090565,聚氨酯粘合剂,kg,21.44
Material,1280063,1009090566,土工布粘合剂,kg,34.3
Material,1910105,1009090567,带肋钢筋(HRB500) Φ18～25,kg,2.79
Material,2713252,1009090568,硬质泡沫塑料板 20,m2,17.95
Material,2713254,1009090569,硬质泡沫塑料板 5cm,m2,44.86
Material,2713256,1009090570,硫化橡胶垫板650×11×100,个,140.51
Material,3410012,1009090571,土工织物(土工布)400g/m2,m2,4.32
Material,3330232,1009090572,弹性垫层A δ=8（无砟轨道用）,m2,327.72
Material,1240010,1009090573,碎石,m3,36.86
Machine,9100442,2009000088,稳定土拌合站 ≤300t/h,台班,633.55
Machine,9100505,2009000089,轮胎式装载机 ≤3m3,台班,812.18
Material,2766576,1009090574,路基接地不锈钢连接线1m,条,13.73
Material,3330233,1009090575,弹性垫层B δ=12（无砟轨道用）,m2,390.14
Material,3394126,1009090576,聚氯乙烯胶带 18×10m×0.13,盘,4.66
Material,2713255,1009090577,微孔发泡橡胶垫板（无砟轨道用）,m2,546.44
Material,2220023,1009090578,焊接钢管  DN32×3.25,m,9.24
Material,2700014,1009090579,钢轨 24kg,t,3715.64
Material,2715010,1009090580,普通轨距杆 Φ32,根,84.93
Material,5200832,1009090581,Φ350圆柱底板 DP6,块,45.94
Material,5200819,1009090582,Φ350圆柱卡盘 KP16,块,69.5
Material,5200820,1009090583,Φ350圆柱卡盘 KP18,块,78.19
Material,6177081,1009090584,拉线拉杆 Φ18×650,根,8.74
Material,6177082,1009090585,拉线拉杆 Φ18×1050,根,15.91
Material,6177086,1009090586,锚板拉杆 Φ25×3640,套,112.3
Material,6177083,1009090587,Ｕ形拉环 Φ30×670,套,26.5
Material,6177084,1009090588,拉线拉杆 Φ22×750,根,12.61
Material,6177085,1009090589,拉线拉杆 Φ22×1150,根,19.35
Material,6177087,1009090590,拉线棒 Φ28×3640,套,232.42
Material,5200817,1009090591,Φ350圆柱卡盘 KP12,块,52.12
Material,3603011,1009090592,化学锚栓 M30×910,套,257.25
Machine,9107521,2009000090,电气化安装作业车（液力传动）,台班,1810.11
Machine,9109935,2009000091,全站仪 5mm+2ppm/＜0.5秒,台班,70.12
Material,3613113,1009090593,支柱整正专用螺母 M24～M39,个,4.78
Material,5401827,1009090594,定位器电连接线,套,52.32
Material,5911001,1009090595,接触线电联接线夹 JX、JT,套,134.8
Material,5911015,1009090596,承力索电联接线夹 C型,套,77.16
Material,5905034,1009090597,双耳楔型接触线终端锚固线夹 150,套,266.91
Material,5905043,1009090598,双耳楔型承力索终端锚固线夹 120～150,套,273.05
Material,5911201,1009090599,线岔 TG型,套,1586.37
Material,5911202,1009090600,线岔 Y1型,套,2936.93
Material,5911203,1009090601,线岔 Y2型,套,3275.65
Material,5905031,1009090602,双耳楔型接触线终端锚固线夹 85～120,套,254.62
Material,5905041,1009090603,双耳楔型承力索终端锚固线夹 70～95,套,253.08
Material,3603021,1009090604,化学锚栓 M20×250,套,60.27
Material,3603015,1009090605,不锈钢化学锚栓 M20×250,套,76.33
